1200
time(s) u(m/s) v(m/s) w(m/s)
12.45	-10.3	-0.525	-1.713
12.5	-10.55	-1.015	-1.586
12.55	-9.76	-1.076	-2.19
12.6	-9.86	-1.11	-1.434
12.65	-9.52	-0.576	-1.445
12.7	-9.59	-0.583	-1.559
12.75	-9.92	-0.356	-1.461
12.8	-9.9	-0.398	-1.773
12.85	-10.25	-1.663	-0.826
12.9	-10.75	-0.505	-0.718
12.95	-10.12	-0.669	-1.068
13	-10.31	-1.209	-0.782
13.05	-10.27	-1.006	-0.77
13.1	-10.45	-0.886	-0.917
13.15	-10.37	-0.892	-0.814
13.2	-10.21	-0.868	-0.862
13.25	-9.8	-0.464	-0.953
13.3	-10.07	-0.806	-0.763
13.35	-10.29	-0.817	-0.833
13.4	-10.37	-0.166	-0.604
13.45	-10.48	-0.116	-0.678
13.5	-9.81	-0.409	-0.814
13.55	-10.21	-0.305	-0.658
13.6	-9.37	-0.713	-1.433
13.65	-9.64	-0.303	-1.716
13.7	-9.91	-0.613	-1.752
13.75	-9.98	-0.592	-1.705
13.8	-9.66	0.007	-1.614
13.85	-9.39	-0.361	-2.118
13.9	-9.48	-0.507	-1.784
13.95	-9.39	-0.581	-1.685
14	-9.08	-0.46	-1.654
14.05	-8.92	-0.211	-1.517
14.1	-8.72	-0.473	-1.63
14.15	-9.55	-0.534	-1.301
14.2	-9.83	-0.663	-1.327
14.25	-9.86	-1.033	-1.503
14.3	-9.18	-0.779	-2.077
14.35	-9.65	-0.884	-1.933
14.4	-9.72	-0.906	-1.899
14.45	-9.51	-0.754	-2.021
14.5	-9.07	-0.485	-2.057
14.55	-8.79	-0.988	-1.938
14.6	-8.98	-0.506	-2.311
14.65	-8.44	-0.064	-2.273
14.7	-8.7	0.241	-2.701
14.75	-8.53	0.854	-2.88
14.8	-9.68	0.16	-2.51
14.85	-9.21	0.462	-2.648
14.9	-9.64	-0.215	-2.179
14.95	-9.29	-0.649	-1.994
15	-9.56	-0.571	-2.026
15.05	-9.17	-0.262	-2.477
15.1	-9.75	-0.489	-2.228
15.15	-9.57	-0.462	-2.156
15.2	-9.56	-0.459	-2.295
15.25	-9.15	-0.834	-1.577
15.3	-9.31	-0.353	-1.188
15.35	-9.77	-0.297	-0.851
15.4	-8.76	1.431	-1.037
15.45	-8.73	1.122	-1.488
15.5	-8.76	0.84	-1.584
15.55	-8.46	1.201	-1.678
15.6	-8.39	1.479	-2.291
15.65	-8.37	0.735	-2.136
15.7	-8.33	0.879	-1.798
15.75	-8.67	1.615	-1.124
15.8	-8.42	2.689	-0.95
15.85	-8.29	2.005	-0.38
15.9	-8.15	1.19	-0.738
15.95	-7.648	0.881	-1.31
16	-7.756	0.635	-1.46
16.05	-7.49	0.51	-1.331
16.1	-7.763	0.811	-1.158
16.15	-7.232	0.783	-1.12
16.2	-7.187	0.888	-1.053
16.25	-7.343	0.845	-1.303
16.3	-7.38	0.252	-1.399
16.35	-7.366	0.527	-1.371
16.4	-6.934	0.274	-1.657
16.45	-7.205	0.339	-1.593
16.5	-6.916	0.202	-2.125
16.55	-6.858	-0.076	-2.265
16.6	-6.426	0.095	-2.206
16.65	-6.487	-0.061	-2.32
16.7	-6.241	0.306	-2.667
16.75	-6.25	0.992	-2.545
16.8	-6.721	1.306	-1.931
16.85	-6.535	1.186	-2.148
16.9	-6.666	1.182	-2.427
16.95	-6.644	1.182	-2.524
17	-7.044	0.854	-3.065
17.05	-7.022	0.01	-2.708
17.1	-7.525	-0.244	-2.615
17.15	-7.687	-0.133	-2.712
17.2	-7.711	-0.17	-2.775
17.25	-7.897	-0.338	-2.771
17.3	-8.26	-0.211	-3.053
17.35	-7.765	-0.51	-2.927
17.4	-8.5	-0.057	-3.17
17.45	-8.17	-0.287	-3.316
17.5	-7.849	-0.142	-3.296
17.55	-8.23	-0.701	-3.626
17.6	-8.58	-0.75	-3.752
17.65	-8.25	-0.843	-3.407
17.7	-8.99	-0.717	-3.183
17.75	-8.08	-1.038	-3.629
17.8	-8.5	-1.073	-3.334
17.85	-8.74	-0.786	-3.32
17.9	-8.44	-0.745	-3.291
17.95	-8.93	-0.684	-3.373
18	-8.6	-0.797	-3.514
18.05	-8.65	-0.813	-3.402
18.1	-8.93	-0.757	-3.361
18.15	-8.72	-0.753	-3.173
18.2	-8.62	-1.075	-3.542
18.25	-8.51	-0.885	-3.226
18.3	-8.04	-0.715	-3.278
18.35	-8.16	-0.675	-3.262
18.4	-8.12	-0.368	-3.294
18.45	-7.874	-0.018	-3.348
18.5	-8.49	-0.363	-3.175
18.55	-8.31	0.134	-3.104
18.6	-8.64	-0.081	-3.216
18.65	-8.82	0.118	-3.378
18.7	-8.85	0.341	-3.485
18.75	-8.93	0.022	-3.203
18.8	-8.99	-0.223	-3.468
18.85	-8.96	-0.299	-3.529
18.9	-8.98	-0.062	-3.351
18.95	-9.12	-0.039	-3.328
19	-9.1	0.423	-3.319
19.05	-8.98	0.493	-3.33
19.1	-8.93	0.679	-3.052
19.15	-8.94	0.79	-3.408
19.2	-8.9	-0.124	-3.538
19.25	-8.86	-0.13	-3.051
19.3	-8.84	-0.316	-2.76
19.35	-8.5	0.073	-2.795
19.4	-8.65	-0.288	-2.989
19.45	-8.57	-0.886	-3.258
19.5	-9.04	-0.623	-2.815
19.55	-8.78	-0.454	-2.45
19.6	-9.01	-1.097	-2.187
19.65	-9.2	0.257	-1.906
19.7	-8.9	0.561	-1.593
19.75	-9.01	0.485	-1.563
19.8	-9.46	-0.125	-1.438
19.85	-9.54	0.065	-1.705
19.9	-9.93	-0.17	-1.695
19.95	-9.78	-0.502	-2.093
20	-9.6	-0.261	-2.157
20.05	-9.46	-0.086	-2.263
20.1	-10.14	-0.612	-1.968
20.15	-10.12	0.177	-1.946
20.2	-9.62	0.195	-2.213
20.25	-9.68	-0.467	-2.125
20.3	-9.49	-0.496	-2.138
20.35	-9.27	-0.702	-1.729
20.4	-9.66	-0.61	-1.964
20.45	-9.71	-0.496	-1.634
20.5	-9.38	-0.214	-1.997
20.55	-9.16	0.315	-1.789
20.6	-8.56	0.249	-1.677
20.65	-8.48	0.221	-1.714
20.7	-8.5	0.088	-1.603
20.75	-8.94	-0.039	-1.342
20.8	-9.19	-0.314	-1.448
20.85	-9	-0.16	-1.118
20.9	-9.45	-0.363	-1.298
20.95	-9.19	-0.594	-1.169
21	-8.85	-0.491	-1.371
21.05	-9.08	-0.872	-1.402
21.1	-8.96	-0.675	-1.437
21.15	-9.19	-0.966	-1.661
21.2	-8.74	-0.825	-1.532
21.25	-8.98	-0.83	-1.534
21.3	-9.29	-1.067	-1.477
21.35	-9.33	-0.864	-1.257
21.4	-9.24	-0.797	-1.303
21.45	-9.16	-1.035	-1.343
21.5	-9.37	-1.103	-1.506
21.55	-9.68	-1.293	-1.504
21.6	-9.32	-0.905	-1.529
21.65	-9.55	-1.335	-1.564
21.7	-9.39	-1.127	-1.274
21.75	-8.96	-1.682	-1.044
21.8	-8.26	-2.805	-0.415
21.85	-8.28	-2.646	-1.162
21.9	-8.08	-2.339	-1.465
21.95	-8.38	-2.35	-1.65
22	-8.29	-2.47	-2.032
22.05	-8.13	-2.294	-1.949
22.1	-8.4	-2.269	-1.671
22.15	-8.3	-1.876	-1.704
22.2	-8.03	-2.418	-1.211
22.25	-7.761	-1.156	-0.859
22.3	-7.269	-1.846	-0.96
22.35	-6.721	-2.421	-0.852
22.4	-6.709	-1.778	-0.285
22.45	-7.09	-1.809	-0.58
22.5	-7.407	-1.755	-0.184
22.55	-7.918	-0.74	-0.351
22.6	-7.748	-1.104	-0.134
22.65	-7.148	-0.315	-0.215
22.7	-7.698	0.32	0.067
22.75	-7.113	-0.153	0.151
22.8	-7.021	-0.164	-0.065
22.85	-6.917	-1.127	-0.415
22.9	-7.192	-1.105	-0.27
22.95	-7.73	-1.799	-0.399
23	-7.937	-2.012	-0.536
23.05	-7.512	-2.167	-0.204
23.1	-7.388	-2.062	-0.174
23.15	-7.576	-1.899	-0.11
23.2	-7.978	-1.895	0.012
23.25	-7.133	-2.14	0.307
23.3	-7.365	-1.817	0.454
23.35	-6.678	-1.433	0.35
23.4	-6.643	-1.637	0.257
23.45	-6.788	-1.701	-0.174
23.5	-6.771	-2.048	0.097
23.55	-7.086	-1.334	-0.588
23.6	-7.663	-0.632	-0.617
23.65	-7.576	0.025	-0.415
23.7	-7.201	-0.673	-0.576
23.75	-7.292	-0.549	-0.26
23.8	-6.702	-0.946	0.035
23.85	-7.11	-0.396	-0.416
23.9	-7.958	-0.357	0.134
23.95	-7.999	-0.377	-0.147
24	-8.01	-0.658	-0.1
24.05	-8.47	-0.07	-0.17
24.1	-8.45	-0.411	-0.082
24.15	-8.17	-0.564	-0.021
24.2	-8.57	-0.835	-0.413
24.25	-8.31	-0.888	-0.351
24.3	-8.39	-0.802	-0.159
24.35	-8.5	-0.483	-0.513
24.4	-8.5	-0.506	-0.489
24.45	-8.95	-0.265	-0.852
24.5	-9.11	-0.107	-0.746
24.55	-9.03	-0.318	-0.557
24.6	-8.89	-0.352	-0.309
24.65	-9.24	0.236	-0.934
24.7	-9.73	-0.275	-1.012
24.75	-10.04	0.182	-1.669
24.8	-9.29	1.302	-2.633
24.85	-9.7	1.104	-2.959
24.9	-9.33	0.483	-2.528
24.95	-8.91	0.938	-2.578
25	-8.76	0.908	-2.476
25.05	-8.94	0.652	-2.638
25.1	-8.96	0.784	-2.109
25.15	-8.89	1.11	-2.034
25.2	-7.944	0.158	-2.345
25.25	-8.06	0.936	-2.545
25.3	-8.06	0.32	-2.415
25.35	-8.18	0.44	-1.734
25.4	-8.52	0.726	-1.451
25.45	-8.72	0.592	-0.948
25.5	-8.23	0.744	-1.389
25.55	-9.56	0.287	-0.731
25.6	-8.82	0.073	-1.426
25.65	-9.24	-0.394	-1.506
25.7	-9.29	0.684	-2.174
25.75	-8.75	0.403	-2.232
25.8	-8.96	0.552	-1.917
25.85	-8.48	-0.639	-1.857
25.9	-8.28	-0.115	-1.316
25.95	-7.94	-0.419	-1.444
26	-8.01	-0.468	-1.479
26.05	-7.82	-0.33	-1.557
26.1	-7.992	-0.58	-1.385
26.15	-7.983	-0.425	-1.265
26.2	-8.01	-0.24	-1.442
26.25	-8.17	-0.261	-1.38
26.3	-7.811	-0.197	-1.424
26.35	-8.01	-0.282	-1.456
26.4	-7.648	-0.393	-1.283
26.45	-8.52	-0.19	-1.113
26.5	-8.06	0.43	-1.878
26.55	-7.869	0.021	-1.865
26.6	-7.52	-0.267	-1.937
26.65	-7.015	0.455	-1.92
26.7	-6.807	-0.052	-2.096
26.75	-6.691	-0.526	-1.918
26.8	-6.884	-0.541	-1.797
26.85	-7.197	-0.828	-2.026
26.9	-7.077	-0.518	-2.31
26.95	-6.982	-0.809	-2.315
27	-7.102	-0.972	-2.439
27.05	-6.903	-1.481	-2.846
27.1	-6.833	-1.728	-2.565
27.15	-7.208	-0.934	-1.424
27.2	-6.888	-0.81	-1.124
27.25	-6.391	-1.166	-0.836
27.3	-6.531	-1.453	-0.481
27.35	-6.467	-1.546	-0.384
27.4	-6.539	-1.666	-0.366
27.45	-6.908	-1.659	0.018
27.5	-7.328	-1.737	-0.367
27.55	-7.277	-1.457	0.457
27.6	-7.917	-1.476	-0.31
27.65	-7.395	-1.121	-0.304
27.7	-7.327	-1.424	-0.407
27.75	-7.331	-1.036	-0.413
27.8	-7.21	-1.202	-0.297
27.85	-7.124	-1.573	-0.284
27.9	-7.392	-1.016	-0.721
27.95	-6.871	-1.125	-1.268
28	-6.344	-1.331	-0.842
28.05	-6.558	-1.702	-0.491
28.1	-6.22	-1.737	-0.47
28.15	-6.802	-1.479	-0.659
28.2	-6.373	-1.241	-0.652
28.25	-6.433	-1.234	-0.754
28.3	-6.088	-1.128	-0.917
28.35	-6.401	-1.171	-1.135
28.4	-6.422	-1.191	-1.285
28.45	-6.535	-0.914	-1.34
28.5	-6.581	-1.248	-1.164
28.55	-7.081	-0.63	-0.836
28.6	-7.222	-0.305	-0.718
28.65	-8.12	-0.574	-0.73
28.7	-7.291	0.127	-1.423
28.75	-6.992	0.232	-1.213
28.8	-7.209	-0.315	-1.059
28.85	-7.209	-0.399	-0.738
28.9	-7.178	-0.871	-0.403
28.95	-7.003	-1.077	-0.315
29	-7.457	-1.48	-0.004
29.05	-7.668	-1.612	-0.141
29.1	-8.15	-1.587	-0.357
29.15	-7.802	-1.981	0.106
29.2	-7.718	-1.647	0.285
29.25	-7.956	-1.832	0.236
29.3	-7.544	-2.164	0.575
29.35	-7.88	-1.935	0.261
29.4	-7.921	-0.75	0.39
29.45	-7.881	-1.578	0.305
29.5	-7.236	-1.364	0.376
29.55	-7.169	-1.475	0.15
29.6	-7.23	-1.456	-0.231
29.65	-7.295	-1.091	-0.173
29.7	-7.315	-1.459	0.051
29.75	-7.526	-1.464	-0.005
29.8	-7.544	-2.079	0.107
29.85	-7.81	-2.088	0.148
29.9	-7.503	-1.708	-0.329
29.95	-7.216	-1.948	-0.212
30	-7.294	-1.785	-0.041
30.05	-7.49	-1.905	-0.171
30.1	-7.532	-2.037	0.11
30.15	-7.752	-1.555	-0.133
30.2	-7.79	-1.266	-0.224
30.25	-8.32	-1.442	-0.509
30.3	-7.692	-0.881	-1.206
30.35	-7.275	-0.631	-1.618
30.4	-7.754	-1.2	-1.563
30.45	-7.915	-1.135	-1.23
30.5	-7.993	-1.332	-1.33
30.55	-7.626	-1.542	-1.682
30.6	-8.04	-1.649	-1.161
30.65	-8.58	-2.605	-0.216
30.7	-7.917	-3.055	-0.332
30.75	-7.612	-2.955	-0.332
30.8	-7.51	-3.019	-0.446
30.85	-7.708	-3.051	-1.029
30.9	-7.915	-3.293	-0.698
30.95	-7.66	-3.338	-0.625
31	-7.724	-3.251	-0.932
31.05	-7.695	-3.258	-1.078
31.1	-8.14	-2.7	-1.318
31.15	-8.54	-2.12	-1.028
31.2	-8.12	-2.612	-1.197
31.25	-7.622	-2.409	-1.428
31.3	-8.31	-2.809	-1.636
31.35	-8.68	-3.091	-1.881
31.4	-8.1	-3.051	-1.66
31.45	-7.816	-2.863	-1.6
31.5	-6.8	-2.344	-1.962
31.55	-7.266	-0.865	-1.762
31.6	-7.43	-0.798	-1.769
31.65	-7.626	-0.778	-1.871
31.7	-7.729	-0.828	-1.874
31.75	-7.81	-0.742	-1.618
31.8	-7.894	-0.948	-1.731
31.85	-8.12	-1.123	-1.552
31.9	-8.35	-0.885	-1.641
31.95	-8.68	-1.055	-1.406
32	-8.26	-0.602	-1.386
32.05	-7.845	-0.876	-1.344
32.1	-7.572	-0.761	-1.475
32.15	-7.689	-0.584	-1.585
32.2	-8.04	-1.514	-1.841
32.25	-8.69	-1.607	-1.947
32.3	-8.22	-0.613	-2.151
32.35	-8.37	-0.706	-1.859
32.4	-8.66	-1.169	-1.806
32.45	-8.36	-1.078	-1.862
32.5	-7.909	-1.397	-2.199
32.55	-7.672	-1.397	-2.288
32.6	-7.907	-1.259	-2.483
32.65	-8	-1.017	-2.287
32.7	-8.28	-1.214	-2.309
32.75	-8.33	-0.992	-2.415
32.8	-7.791	-1.234	-2.42
32.85	-8.32	-1.44	-2.29
32.9	-8.26	-1.445	-2.377
32.95	-7.736	-1.093	-2.301
33	-7.804	-0.985	-2.415
33.05	-7.935	-0.919	-2.559
33.1	-8.06	-1.625	-2.639
33.15	-8.29	-1.71	-2.493
33.2	-8.3	-1.598	-2.189
33.25	-8.21	-1.192	-2.262
33.3	-8.15	-1.311	-2.224
33.35	-8.32	-1.22	-2.179
33.4	-8.21	-1.368	-2.173
33.45	-8.09	-1.294	-2.236
33.5	-7.816	-1.294	-2.233
33.55	-7.602	-1.248	-2.057
33.6	-7.8	-1.289	-2.06
33.65	-7.932	-0.611	-2.612
33.7	-7.542	-0.973	-2.506
33.75	-7.398	-1.41	-2.405
33.8	-7.22	-1.058	-2.395
33.85	-7.733	-0.818	-2.587
33.9	-7.86	-1.091	-2.342
33.95	-7.438	-1.259	-1.686
34	-7.905	-1.01	-1.446
34.05	-7.512	-0.181	-1.241
34.1	-7.87	-0.649	-1.316
34.15	-7.546	-0.731	-1.7
34.2	-7.954	-0.329	-1.178
34.25	-7.621	-0.032	-0.914
34.3	-7.649	-0.054	-0.91
34.35	-7.54	-0.095	-1.195
34.4	-7.287	-0.23	-0.995
34.45	-7.685	0.366	-1.139
34.5	-7.466	-0.326	-1.122
34.55	-7.284	-0.305	-1.345
34.6	-7.557	-1.003	-1.143
34.65	-7.847	-0.815	-1.33
34.7	-8.07	-0.624	-0.951
34.75	-8.2	-0.259	-0.938
34.8	-8.49	-0.603	-0.468
34.85	-7.946	-0.13	-0.624
34.9	-8.21	-0.262	-0.497
34.95	-7.843	-0.151	-0.369
35	-7.579	-0.563	-0.305
35.05	-7.462	-0.529	-0.404
35.1	-7.573	-0.599	-0.169
35.15	-7.534	-1.084	-0.238
35.2	-7.659	-1.167	-0.621
35.25	-7.785	-1.124	-0.322
35.3	-7.711	-1.094	-0.495
35.35	-8.2	-1.032	-0.204
35.4	-8.17	-1.141	-0.412
35.45	-8.56	-1.425	-0.642
35.5	-8.76	-0.469	-1.119
35.55	-8.74	-0.891	-1.267
35.6	-8.41	-0.653	-0.928
35.65	-8.12	-0.635	-0.527
35.7	-7.997	-0.678	-1.287
35.75	-8.34	-0.016	-0.535
35.8	-8.23	-0.044	-0.883
35.85	-7.855	-0.127	-0.478
35.9	-8.44	-0.274	-0.774
35.95	-8.19	-0.247	-0.52
36	-7.319	-0.31	-0.662
36.05	-7.473	-0.632	-0.516
36.1	-7.513	-0.523	-0.699
36.15	-8.2	-0.691	-0.711
36.2	-8.23	-0.388	-0.637
36.25	-8.2	-0.751	-0.766
36.3	-7.857	-0.465	-0.799
36.35	-8.05	-0.353	-0.968
36.4	-8.54	-0.207	-0.89
36.45	-8.61	-0.262	-0.874
36.5	-8.11	-0.634	-0.822
36.55	-7.795	-0.12	-0.473
36.6	-7.899	0.384	-0.462
36.65	-7.308	0.195	-0.112
36.7	-7.32	0.26	0.417
36.75	-7.577	0.06	0.112
36.8	-8.17	0.403	-0.062
36.85	-8	0.766	-0.202
36.9	-7.946	0.858	-0.163
36.95	-7.445	1.481	-0.262
37	-7.424	1.441	-0.574
37.05	-7.496	1.391	-0.611
37.1	-7.264	1.206	-0.649
37.15	-7.278	1.469	-0.58
37.2	-7.47	1.365	-0.44
37.25	-7.436	1.301	-0.739
37.3	-7.315	1.562	-0.785
37.35	-7.355	1.837	-0.596
37.4	-7.5	1.242	-0.511
37.45	-7.311	1.374	-0.61
37.5	-7.295	1.132	-0.586
37.55	-7.302	1.124	-0.848
37.6	-7.669	1.159	-0.712
